Œv‘ª“ú,Œv‘ªŠÔ,“d—Íg—p—Ê_‘S‘Ì,“d—Íg—p—Ê_‹ó’²_”MŒ¹,“d—Íg—p—Ê_‹ó’²_‹ó’²‹@,“d—Íg—p—Ê_‹ó’²_”À‘—,“d—Íg—p—Ê_Æ–¾,“d—Íg—p—Ê_ƒRƒ“ƒZƒ“ƒg,“d—Íg—p—Ê_“®—Í,“d—Íg—p—Ê_“d“”,“d—Íg—p—Ê_—â“€E—â”M,“d—Íg—p—Ê_‚»‚Ì‘¼,”­“d—Ê_‘S‘Ì,”­“d—Ê_©‰Æ”­“d,”­“d—Ê_‘¾—zŒõ,”­“d—Ê_•——Í,”­“d—Ê_ƒoƒCƒIƒ}ƒX,”­“d—Ê_‚»‚Ì‘¼,”„“d—Ê,’~“d—Ê_’~“d’r,•ú“d—Ê_’~“d’r,ƒGƒlƒ‹ƒM[g—p—Ê_ƒKƒX_‘S‘Ì,ƒGƒlƒ‹ƒM[g—p—Ê_ƒKƒX_‹ó’²,ƒGƒlƒ‹ƒM[g—p—Ê_ƒKƒX_©‰Æ”­“d,ƒGƒlƒ‹ƒM[g—p—Ê_ƒKƒX_ƒRƒWƒFƒl,ƒGƒlƒ‹ƒM[g—p—Ê_ƒKƒX_ƒ{ƒCƒ‰[,ƒGƒlƒ‹ƒM[g—p—Ê_ƒKƒX_‚»‚Ì‘¼,ƒGƒlƒ‹ƒM[g—p—Ê_–û_‘S‘Ì,ƒGƒlƒ‹ƒM[g—p—Ê_–û_‹ó’²,ƒGƒlƒ‹ƒM[g—p—Ê_–û_©‰Æ”­“d,ƒGƒlƒ‹ƒM[g—p—Ê_–û_ƒRƒWƒFƒl,ƒGƒlƒ‹ƒM[g—p—Ê_–û_ƒ{ƒCƒ‰[,ƒGƒlƒ‹ƒM[g—p—Ê_–û_‚»‚Ì‘¼,ƒGƒlƒ‹ƒM[g—p—Ê_‚»‚Ì‘¼
2020/05/01,47,14,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/01,48,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,1,9,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,2,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,3,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,4,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,5,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,6,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,7,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,8,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,9,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,10,14,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,11,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,12,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,13,14,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,14,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,15,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,16,13,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,17,14,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,18,13,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,19,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,20,15,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,21,15,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,22,13,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,23,15,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,24,14,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,25,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,26,13,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,27,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,28,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,29,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,30,15,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,31,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,32,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,33,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,34,13,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,35,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,36,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,37,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,38,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,39,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,40,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,41,14,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,42,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,43,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,44,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,45,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,46,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,47,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/02,48,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,1,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,2,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,3,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,4,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,5,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,6,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,7,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,8,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,9,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,10,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,11,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,12,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,13,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,14,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,15,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,16,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,17,9,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,18,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,19,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,20,9,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,21,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,22,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,23,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,24,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,25,14,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,26,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,27,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,28,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,29,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,30,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,31,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,32,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,33,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,34,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,35,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,36,14,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,37,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,38,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,39,14,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,40,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,41,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,42,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,43,13,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,44,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,45,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,46,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,47,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/03,48,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,1,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,2,14,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,3,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,4,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,5,13,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,6,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,7,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,8,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,9,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,10,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,11,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,12,13,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,13,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,14,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,15,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,16,13,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,17,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,18,9,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,19,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,20,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,21,9,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,22,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,23,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,24,9,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,25,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,26,9,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,27,13,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,28,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,29,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,30,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,31,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,32,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,33,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,34,14,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,35,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,36,9,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,37,14,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,38,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,39,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,40,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,41,13,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,42,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,43,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,44,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,45,14,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,46,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,47,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/04,48,14,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,1,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,2,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,3,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,4,13,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,5,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,6,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,7,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,8,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,9,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,10,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,11,15,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,12,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,13,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,14,14,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,15,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,16,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,17,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,18,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,19,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,20,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,21,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,22,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,23,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,24,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,25,12,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,26,11,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,27,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,28,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,29,14,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,30,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,31,10,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
2020/05/05,32,14,n,md,n,md,n,md,md,n,md,md,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n
